,source,target,weight
8034,Spain,Russia,0.013513513513513514
8035,Haiti,Belize,0.004901960784313725
8036,Central African Republic,Gabon,0.038461538461538464
8037,Uruguay,Estonia,0.002380952380952381
8038,Liberia,Cameroon,0.013513513513513514
8039,Nigeria,Eritrea,0.003389830508474576
8040,Kenya,Guinea,0.015267175572519083
8041,Uruguay,Russia,0.004761904761904762
8042,Ynys Môn,Frøya,0.02857142857142857
8043,Macau,Philippines,0.047619047619047616
8044,Gibraltar,Alderney,0.02857142857142857
8045,Haiti,Chile,0.004901960784313725
8046,Singapore,Papua New Guinea,0.004761904761904762
8047,Chile,Italy,0.003246753246753247
8048,Qatar,Uzbekistan,0.011764705882352941
8049,Japan,Zambia,0.0026455026455026454
8050,Bermuda,Guyana,0.01639344262295082
8051,Poland,German DR,0.024
8052,Libya,Somalia,0.014388489208633094
8053,Antigua and Barbuda,Barbados,0.028169014084507043
8054,Denmark,Indonesia,0.002570694087403599
8055,Ivory Coast,Ethiopia,0.00967741935483871
8056,Syria,Yemen,0.06134969325153374
8057,Guinea,Niger,0.02577319587628866
8058,Morocco,Switzerland,0.007220216606498195
8059,Madagascar,Niger,0.008849557522123894
8060,Eswatini,Zambia,0.03636363636363636
8061,Turkey,Algeria,0.004081632653061225
8062,Czech Republic,Trinidad and Tobago,0.005434782608695652
8063,German DR,Denmark,0.014285714285714285
8064,Uganda,South Sudan,0.01090909090909091
8065,Uzbekistan,Tajikistan,0.03125
8066,Oman,Afghanistan,0.015151515151515152
8067,Bahrain,Albania,0.005
8068,Czech Republic,Nigeria,0.010869565217391304
8069,United Arab Emirates,Libya,0.004201680672268907
8070,Serbia,Cameroon,0.006756756756756757
8071,Switzerland,Andorra,0.012987012987012988
8072,Occitania,Sealand,0.05263157894736842
8073,Iraq,Iran,0.01718213058419244
8074,Trinidad and Tobago,Barbados,0.09206349206349207
8075,Turkey,Ethiopia,0.004081632653061225
8076,Benin,United Arab Emirates,0.013157894736842105
8077,Japan,South Yemen,0.0026455026455026454
8078,Poland,Andorra,0.008
8079,Bulgaria,Lebanon,0.0038910505836575876
8080,Uruguay,Sweden,0.002380952380952381
8081,Bulgaria,North Macedonia,0.019455252918287938
8082,Belgium,Serbia,0.010899182561307902
8083,Georgia,South Africa,0.010869565217391304
8084,Kyrgyzstan,Kazakhstan,0.01818181818181818
8085,Colombia,Serbia,0.004016064257028112
8086,Thailand,Taiwan,0.015527950310559006
8087,Scotland,Czech Republic,0.01020408163265306
8088,Hungary,Northern Ireland,0.010775862068965518
8089,Taiwan,Myanmar,0.03225806451612903
8090,Belgium,Kazakhstan,0.010899182561307902
8091,Argentina,Russia,0.008680555555555556
8092,Ukraine,Armenia,0.04895104895104895
8093,Greece,Israel,0.043668122270742356
8094,Zambia,Kenya,0.0679886685552408
8095,Lebanon,Turkmenistan,0.03488372093023256
8096,Paraguay,Scotland,0.0037593984962406013
8097,New Caledonia,Fiji,0.08333333333333333
8098,United States,Luxembourg,0.002976190476190476
8099,Sudan,Benin,0.013605442176870748
8100,El Salvador,Mexico,0.020942408376963352
8101,Republic of Ireland,New Zealand,0.004273504273504274
8102,Denmark,Sweden,0.10796915167095116
8103,Switzerland,Belgium,0.02922077922077922
8104,German DR,Guinea,0.007142857142857143
8105,Dominican Republic,Anguilla,0.07547169811320754
8106,Guinea,Mali,0.07731958762886598
8107,Burundi,Djibouti,0.11290322580645161
8108,Shetland,Orkney,0.047619047619047616
8109,Sweden,Germany,0.022641509433962263
8110,Germany,Czechoslovakia,0.017123287671232876
8111,Uganda,Mauritania,0.007272727272727273
8112,Oman,Zimbabwe,0.005050505050505051
8113,Angola,United Arab Emirates,0.007462686567164179
8114,Indonesia,Uruguay,0.0036496350364963502
8115,Albania,Lithuania,0.0196078431372549
8116,Japan,Switzerland,0.0026455026455026454
8117,United Arab Emirates,South Africa,0.004201680672268907
8118,Sweden,Slovakia,0.005660377358490566
8119,Colombia,Guatemala,0.008032128514056224
8120,Lithuania,Austria,0.00909090909090909
8121,Estonia,Hong Kong,0.007633587786259542
8122,Australia,Guam,0.0034965034965034965
8123,Finland,Wales,0.019138755980861243
8124,Tunisia,Morocco,0.024822695035460994
8125,Jordan,Sri Lanka,0.005988023952095809
8126,Ecuador,Sweden,0.005714285714285714
8127,Montenegro,Switzerland,0.0196078431372549
8128,Thailand,Iraq,0.006211180124223602
8129,Cape Verde,Mozambique,0.037037037037037035
8130,Equatorial Guinea,Libya,0.08695652173913043
8131,Philippines,Papua New Guinea,0.011764705882352941
8132,Curaçao,Grenada,0.03007518796992481
8133,China PR,Latvia,0.0029154518950437317
8134,Belgium,Wales,0.01907356948228883
8135,Sweden,Cuba,0.0018867924528301887
8136,Colombia,Costa Rica,0.04417670682730924
8137,Curaçao,Panama,0.022556390977443608
8138,China PR,Saudi Arabia,0.02040816326530612
8139,Cameroon,Sierra Leone,0.007692307692307693
8140,Namibia,Zimbabwe,0.08955223880597014
8141,Mauritania,Libya,0.020833333333333332
8142,Germany,Czech Republic,0.011986301369863013
8143,Lebanon,Yemen,0.023255813953488372
8144,Ghana,Mauritius,0.006493506493506494
8145,Brunei,Nepal,0.05263157894736842
8146,Haiti,Nicaragua,0.0196078431372549
8147,Uganda,Ghana,0.01090909090909091
8148,Niger,Ivory Coast,0.018518518518518517
8149,Suriname,El Salvador,0.006060606060606061
8150,Bulgaria,United Arab Emirates,0.011673151750972763
8151,Guinea,South Africa,0.010309278350515464
8152,Japan,Slovakia,0.005291005291005291
8153,United Arab Emirates,Georgia,0.004201680672268907
8154,South Korea,United States,0.007590132827324478
8155,Nepal,India,0.01639344262295082
8156,Cape Verde,San Marino,0.012345679012345678
8157,French Guiana,Bermuda,0.037037037037037035
8158,Iraq,Yemen,0.041237113402061855
8159,Sealand,Seborga,0.25
8160,Namibia,Malawi,0.11940298507462686
8161,Ghana,Gambia,0.016233766233766232
8162,Belgium,Gabon,0.0027247956403269754
8163,Bosnia and Herzegovina,Ghana,0.01020408163265306
8164,Iran,Russia,0.0029585798816568047
8165,Equatorial Guinea,Liberia,0.06521739130434782
8166,Scotland,Greece,0.002551020408163265
8167,Taiwan,Bangladesh,0.016129032258064516
8168,Azerbaijan,Cyprus,0.01694915254237288
8169,Israel,Denmark,0.005747126436781609
8170,Sudan,Congo,0.027210884353741496
8171,Denmark,Switzerland,0.010282776349614395
8172,Malawi,Namibia,0.018604651162790697
8173,Iraqi Kurdistan,Northern Cyprus,0.07692307692307693
8174,Lebanon,Malaysia,0.023255813953488372
8175,Catalonia,Basque Country,0.05263157894736842
8176,Algeria,Mali,0.04905660377358491
8177,Japan,Argentina,0.0026455026455026454
8178,Faroe Islands,Estonia,0.04081632653061224
8179,Peru,Australia,0.0043859649122807015
8180,Sweden,Belgium,0.009433962264150943
8181,Equatorial Guinea,Mauritius,0.021739130434782608
8182,South Africa,Paraguay,0.0049504950495049506
8183,Saint Kitts and Nevis,Turks and Caicos Islands,0.04878048780487805
8184,Romania,Netherlands,0.0030959752321981426
8185,Sweden,Denmark,0.08679245283018867
8186,Moldova,Armenia,0.018518518518518517
8187,Tanzania,Chad,0.006289308176100629
8188,Serbia,Tunisia,0.013513513513513514
8189,Georgia,Luxembourg,0.03260869565217391
8190,Russia,Japan,0.008086253369272238
8191,Chile,Estonia,0.003246753246753247
8192,Catalonia,Yugoslavia,0.05263157894736842
8193,Gambia,Lesotho,0.014925373134328358
8194,Central African Republic,Chad,0.11538461538461539
8195,Ecuador,Canada,0.011428571428571429
8196,Saint Vincent and the Grenadines,Curaçao,0.03896103896103896
8197,Guernsey,Gotland,0.013793103448275862
8198,Wales,Trinidad and Tobago,0.008849557522123894
8199,Republic of Ireland,Portugal,0.017094017094017096
8200,Guatemala,Antigua and Barbuda,0.031578947368421054
8201,Northern Ireland,Republic of Ireland,0.011299435028248588
8202,Philippines,Turkmenistan,0.023529411764705882
8203,Jamaica,New Zealand,0.00819672131147541
8204,Jordan,Belarus,0.005988023952095809
8205,Saudi Arabia,Greece,0.002967359050445104
8206,Cape Verde,Angola,0.024691358024691357
8207,Sweden,United Arab Emirates,0.0018867924528301887
8208,Norway,Finland,0.12420382165605096
8209,Costa Rica,Bermuda,0.003257328990228013
8210,Lesotho,Zimbabwe,0.0392156862745098
8211,Albania,Algeria,0.00980392156862745
8212,Ecuador,Kuwait,0.005714285714285714
8213,Albania,Portugal,0.00980392156862745
8214,Greenland,Sark,0.04
8215,Mayotte,Comoros,0.09090909090909091
8216,Albania,Kosovo,0.00980392156862745
8217,Senegal,Libya,0.007168458781362007
8218,Malaysia,Kyrgyzstan,0.0031645569620253164
8219,Australia,Papua New Guinea,0.0034965034965034965
8220,Italy,North Macedonia,0.004357298474945534
8221,Paraguay,Panama,0.018796992481203006
8222,Estonia,Trinidad and Tobago,0.007633587786259542
8223,Belarus,Uzbekistan,0.011494252873563218
8224,Algeria,Ivory Coast,0.026415094339622643
8225,Guadeloupe,Antigua and Barbuda,0.05454545454545454
8226,Cameroon,Nigeria,0.019230769230769232
8227,Nigeria,Thailand,0.003389830508474576
8228,Mauritius,Réunion,0.2087912087912088
8229,Finland,Portugal,0.004784688995215311
8230,Mauritania,Mali,0.0625
8231,Dominican Republic,Antigua and Barbuda,0.05660377358490566
8232,Finland,Kosovo,0.004784688995215311
8233,Romania,Peru,0.006191950464396285
8234,Germany,Israel,0.008561643835616438
8235,Saint Kitts and Nevis,Taiwan,0.012195121951219513
8236,Myanmar,Pakistan,0.009852216748768473
8237,Indonesia,Kuwait,0.0072992700729927005
8238,Georgia,Liechtenstein,0.010869565217391304
8239,Uganda,Congo,0.014545454545454545
8240,Norway,Netherlands,0.01592356687898089
8241,Colombia,Spain,0.004016064257028112
8242,Moldova,Azerbaijan,0.05555555555555555
8243,Greenland,Alderney,0.04
8244,Scotland,Albania,0.00510204081632653
8245,Isle of Wight,Greenland,0.11538461538461539
8246,Israel,Kuwait,0.005747126436781609
8247,Ghana,Switzerland,0.003246753246753247
8248,China PR,Cuba,0.0029154518950437317
8249,French Guiana,Honduras,0.018518518518518517
8250,Algeria,Central African Republic,0.007547169811320755
8251,Uzbekistan,United Arab Emirates,0.025
8252,Republic of Ireland,Malta,0.03418803418803419
8253,Lebanon,Cambodia,0.011627906976744186
8254,Zimbabwe,Zambia,0.08108108108108109
8255,United Arab Emirates,South Korea,0.012605042016806723
8256,Japan,Kazakhstan,0.005291005291005291
8257,Kuwait,Singapore,0.024822695035460994
8258,Lebanon,Djibouti,0.011627906976744186
8259,French Guiana,Curaçao,0.037037037037037035
8260,Iran,Bahrain,0.023668639053254437
8261,Namibia,Eswatini,0.014925373134328358
8262,South Korea,Laos,0.009487666034155597
8263,German DR,Sudan,0.007142857142857143
8264,Nigeria,Bulgaria,0.006779661016949152
8265,Finland,Serbia,0.004784688995215311
8266,Zimbabwe,Ghana,0.005405405405405406
8267,Niger,Senegal,0.018518518518518517
8268,Bermuda,Haiti,0.01639344262295082
8269,Tunisia,Belarus,0.0035460992907801418
8270,Costa Rica,China PR,0.006514657980456026
8271,Scotland,Finland,0.015306122448979591
8272,Denmark,Canada,0.002570694087403599
8273,Bosnia and Herzegovina,Mexico,0.01020408163265306
8274,Bahrain,Saudi Arabia,0.04
8275,Sweden,South Korea,0.0037735849056603774
8276,Switzerland,Egypt,0.003246753246753247
8277,Oman,Indonesia,0.015151515151515152
8278,Mexico,Venezuela,0.018072289156626505
8279,Dominican Republic,Saint Kitts and Nevis,0.018867924528301886
8280,Bosnia and Herzegovina,Chile,0.01020408163265306
8281,Libya,Tunisia,0.03597122302158273
8282,Guyana,Grenada,0.06382978723404255
8283,Uruguay,Portugal,0.002380952380952381
8284,Madagascar,Egypt,0.017699115044247787
8285,Eswatini,Malawi,0.09090909090909091
8286,Isle of Wight,Saare County,0.07692307692307693
8287,Gibraltar,Malta,0.02857142857142857
8288,Romania,Denmark,0.01238390092879257
8289,Congo,Nigeria,0.014925373134328358
8290,Poland,India,0.0026666666666666666
8291,German DR,Bulgaria,0.03571428571428571
8292,Czech Republic,Slovenia,0.016304347826086956
8293,Equatorial Guinea,Algeria,0.021739130434782608
8294,Zimbabwe,Mali,0.010810810810810811
8295,Zambia,Mozambique,0.042492917847025496
8296,Canada,Cayman Islands,0.005988023952095809
8297,Italy,Slovenia,0.008714596949891068
8298,Haiti,Cuba,0.04411764705882353
8299,Indonesia,Burma,0.0036496350364963502
8300,Niger,Mauritania,0.07407407407407407
8301,Nigeria,Mozambique,0.013559322033898305
8302,Papua New Guinea,American Samoa,0.0625
8303,Egypt,Comoros,0.0027472527472527475
8304,Honduras,Chile,0.012711864406779662
8305,Switzerland,Belarus,0.012987012987012988
8306,Palestine,Afghanistan,0.030303030303030304
8307,Bermuda,Barbados,0.11475409836065574
8308,Libya,Cuba,0.007194244604316547
8309,Kazakhstan,Latvia,0.015151515151515152
8310,Papua New Guinea,Samoa,0.10416666666666667
8311,Switzerland,Slovakia,0.003246753246753247
8312,Thailand,Estonia,0.003105590062111801
8313,Cayman Islands,Bahamas,0.09523809523809523
8314,Mexico,Japan,0.012048192771084338
8315,Ivory Coast,Comoros,0.00967741935483871
8316,Norway,Costa Rica,0.0031847133757961785
8317,Sierra Leone,Cape Verde,0.046511627906976744
8318,Bulgaria,Gibraltar,0.007782101167315175
8319,Namibia,Benin,0.014925373134328358
8320,Zimbabwe,Egypt,0.010810810810810811
8321,German DR,France,0.02142857142857143
8322,Netherlands,Ivory Coast,0.0045662100456621
8323,Australia,Uruguay,0.01048951048951049
8324,Cameroon,Eswatini,0.0038461538461538464
8325,Qatar,Bulgaria,0.00392156862745098
8326,Gibraltar,Isle of Man,0.02857142857142857
8327,Iran,Bosnia and Herzegovina,0.014792899408284023
8328,Yugoslavia,Venezuela,0.004484304932735426
8329,Iceland,Finland,0.025974025974025976
8330,Guadeloupe,Bahamas,0.00909090909090909
8331,Cape Verde,Kenya,0.012345679012345678
8332,Italy,Lithuania,0.013071895424836602
8333,German DR,Switzerland,0.02857142857142857
8334,Comoros,Malawi,0.03571428571428571
8335,Barbados,Antigua and Barbuda,0.06741573033707865
8336,Wales,German DR,0.004424778761061947
8337,Jordan,Laos,0.011976047904191617
8338,Hungary,Algeria,0.004310344827586207
8339,Jordan,South Korea,0.005988023952095809
8340,Denmark,North Macedonia,0.002570694087403599
8341,Burkina Faso,Ethiopia,0.020134228187919462
8342,Armenia,El Salvador,0.016129032258064516
8343,New Zealand,Malaysia,0.04878048780487805
8344,Canada,Saint Kitts and Nevis,0.011976047904191617
8345,Italy,Republic of Ireland,0.017429193899782137
8346,Saint Kitts and Nevis,French Guiana,0.024390243902439025
8347,Egypt,Guinea-Bissau,0.0027472527472527475
8348,Kazakhstan,Guam,0.015151515151515152
8349,Padania,Ellan Vannin,0.06666666666666667
8350,Namibia,São Tomé and Príncipe,0.014925373134328358
8351,Gabon,Mauritius,0.022727272727272728
8352,Kenya,Egypt,0.003816793893129771
8353,Rwanda,Zimbabwe,0.024096385542168676
8354,Moldova,Estonia,0.018518518518518517
8355,Gibraltar,Orkney,0.05714285714285714
8356,Ukraine,Saudi Arabia,0.006993006993006993
8357,Macau,Brunei,0.14285714285714285
8358,Oman,Liberia,0.005050505050505051
8359,Kenya,Ethiopia,0.04961832061068702
8360,Brazil,Czechoslovakia,0.013595166163141994
8361,Lithuania,Andorra,0.01818181818181818
8362,Scotland,Australia,0.007653061224489796
8363,Cameroon,Madagascar,0.011538461538461539
8364,Oman,Azerbaijan,0.005050505050505051
8365,United States,Uzbekistan,0.002976190476190476
8366,United Arab Emirates,Iraq,0.029411764705882353
8367,Yugoslavia,Turkey,0.02242152466367713
8368,Cameroon,Morocco,0.023076923076923078
8369,Madagascar,Eswatini,0.017699115044247787
8370,Mozambique,Somalia,0.009009009009009009
8371,Republic of Ireland,Yugoslavia,0.004273504273504274
8372,Serbia,Austria,0.02027027027027027
8373,Yemen,Palestine,0.041666666666666664
8374,Chameria,Artsakh,0.3333333333333333
8375,India,Zambia,0.005291005291005291
8376,Japan,Serbia,0.010582010582010581
8377,Yugoslavia,Belgium,0.02242152466367713
8378,Corsica,Bulgaria,0.25
8379,Czechoslovakia,Republic of Ireland,0.030973451327433628
8380,Portugal,Qatar,0.005952380952380952
8381,Portugal,New Zealand,0.002976190476190476
8382,Kernow,Sápmi,0.14285714285714285
8383,Nepal,Mauritius,0.03278688524590164
8384,Puerto Rico,Anguilla,0.14285714285714285
8385,DR Congo,Liberia,0.02631578947368421
8386,Hungary,Basque Country,0.0021551724137931034
8387,Kazakhstan,Andorra,0.045454545454545456
8388,Morocco,Austria,0.0036101083032490976
8389,Western Isles,Åland Islands,0.07692307692307693
8390,Poland,United Arab Emirates,0.008
8391,Ellan Vannin,Panjab,0.18181818181818182
8392,Namibia,Chad,0.04477611940298507
8393,Thailand,Philippines,0.055900621118012424
8394,Norway,Denmark,0.07006369426751592
8395,Sierra Leone,Congo,0.03488372093023256
8396,Rwanda,Libya,0.012048192771084338
8397,Guinea,Tanzania,0.005154639175257732
8398,Tunisia,Latvia,0.0035460992907801418
8399,Norway,Serbia,0.006369426751592357
8400,Yugoslavia,Uruguay,0.008968609865470852
8401,Belgium,Poland,0.021798365122615803
8402,German DR,Egypt,0.05
8403,Benin,Uganda,0.013157894736842105
8404,Hungary,Czech Republic,0.0021551724137931034
8405,Madagascar,Equatorial Guinea,0.02654867256637168
8406,Chagos Islands,Raetia,0.3333333333333333
8407,Moldova,Cyprus,0.018518518518518517
8408,China PR,Maldives,0.01749271137026239
8409,Senegal,Eritrea,0.0035842293906810036
8410,Liberia,Tunisia,0.04054054054054054
8411,Sudan,South Sudan,0.006802721088435374
8412,North Korea,Bangladesh,0.012422360248447204
8413,Sierra Leone,Algeria,0.011627906976744186
8414,Ukraine,Poland,0.02097902097902098
8415,Tanzania,Zanzibar,0.15723270440251572
8416,Scotland,France,0.02040816326530612
8417,Denmark,Finland,0.10282776349614396
8418,Greece,Albania,0.026200873362445413
8419,Montserrat,Grenada,0.06666666666666667
8420,Mexico,Croatia,0.004016064257028112
8421,Comoros,Lesotho,0.07142857142857142
8422,Cuba,Panama,0.07407407407407407
8423,India,Zimbabwe,0.005291005291005291
8424,Uganda,Somalia,0.04727272727272727
8425,Belgium,Northern Ireland,0.0027247956403269754
8426,Aruba,British Virgin Islands,0.03571428571428571
8427,Egypt,Zambia,0.03571428571428571
8428,South Korea,Mali,0.0018975332068311196
8429,Albania,Georgia,0.029411764705882353
8430,Togo,DR Congo,0.0072992700729927005
8431,Andalusia,Chile,0.125
8432,Åland Islands,Shetland,0.19047619047619047
8433,Puerto Rico,Martinique,0.02857142857142857
8434,Republic of Ireland,Turkey,0.021367521367521368
8435,New Caledonia,Wallis Islands and Futuna,0.022727272727272728
8436,Angola,Botswana,0.05223880597014925
8437,Mexico,Canada,0.04216867469879518
8438,Uganda,Zanzibar,0.08363636363636363
8439,Guinea,Morocco,0.010309278350515464
8440,Liberia,Guinea-Bissau,0.013513513513513514
8441,Sweden,Oman,0.0018867924528301887
8442,Lebanon,Iraq,0.011627906976744186
8443,Netherlands,Scotland,0.0228310502283105
8444,Paraguay,Colombia,0.06766917293233082
8445,British Virgin Islands,Turks and Caicos Islands,0.05555555555555555
8446,Thailand,Liechtenstein,0.003105590062111801
8447,Liberia,São Tomé and Príncipe,0.013513513513513514
8448,Barbados,Bahamas,0.011235955056179775
8449,Germany,Northern Ireland,0.02226027397260274
8450,Bermuda,Bahamas,0.06557377049180328
8451,Paraguay,Bulgaria,0.0037593984962406013
8452,Mauritius,Seychelles,0.14285714285714285
8453,Belgium,Slovenia,0.0027247956403269754
8454,Palestine,Timor-Leste,0.030303030303030304
8455,Guam,Macau,0.08695652173913043
8456,Tahiti,Wallis Islands and Futuna,0.031007751937984496
8457,Guatemala,British Virgin Islands,0.010526315789473684
8458,Uzbekistan,Syria,0.0125
8459,South Korea,Maldives,0.0018975332068311196
8460,Denmark,Argentina,0.002570694087403599
8461,Panjab,Alderney,0.1111111111111111
8462,Macau,Laos,0.09523809523809523
8463,North Vietnam,Yemen,0.14285714285714285
8464,Mauritius,South Africa,0.01098901098901099
8465,Benin,São Tomé and Príncipe,0.02631578947368421
8466,Occitania,Two Sicilies,0.05263157894736842
8467,Croatia,Azerbaijan,0.01015228426395939
8468,Bhutan,Tibet,0.1
8469,Tajikistan,Mongolia,0.02857142857142857
8470,Aruba,Cuba,0.03571428571428571
8471,Iceland,India,0.006493506493506494
8472,Palestine,Myanmar,0.030303030303030304
8473,Bulgaria,Greece,0.04669260700389105
8474,Vanuatu,Palau,0.015384615384615385
8475,Japan,France,0.0026455026455026454
8476,Finland,Greece,0.028708133971291867
8477,Czech Republic,Bosnia and Herzegovina,0.010869565217391304
8478,Barbados,Saint Lucia,0.0449438202247191
8479,Poland,Croatia,0.0026666666666666666
8480,Armenia,Cyprus,0.016129032258064516
8481,Slovenia,Croatia,0.009259259259259259
8482,Belarus,Japan,0.011494252873563218
8483,Turkey,Honduras,0.00816326530612245
8484,Wales,Luxembourg,0.02654867256637168
8485,Myanmar,Thailand,0.06896551724137931
8486,Algeria,Botswana,0.007547169811320755
8487,Indonesia,Myanmar,0.05474452554744526
8488,Cameroon,Maldives,0.0038461538461538464
8489,Turkey,Spain,0.004081632653061225
8490,Kuwait,Macau,0.0070921985815602835
8491,Zanzibar,South Sudan,0.024390243902439025
8492,Eswatini,Mozambique,0.03636363636363636
8493,Jordan,Romania,0.005988023952095809
8494,São Tomé and Príncipe,Lesotho,0.125
8495,Japan,Uruguay,0.005291005291005291
8496,Republic of Ireland,Iran,0.008547008547008548
8497,Canada,Cuba,0.059880239520958084
8498,Armenia,Moldova,0.016129032258064516
8499,France,Republic of Ireland,0.02178649237472767
8500,Montserrat,Saint Lucia,0.06666666666666667
8501,Peru,Nigeria,0.0043859649122807015
8502,Northern Ireland,Estonia,0.02824858757062147
8503,Bulgaria,Serbia,0.0038910505836575876
8504,Trinidad and Tobago,Montserrat,0.0031746031746031746
8505,Poland,Japan,0.013333333333333334
8506,Aruba,Cayman Islands,0.10714285714285714
8507,Namibia,Tunisia,0.014925373134328358
8508,Chile,Panama,0.00974025974025974
8509,Scotland,Sweden,0.012755102040816327
8510,Panjab,Barawa,0.1111111111111111
8511,Lebanon,Saudi Arabia,0.011627906976744186
8512,Spain,Belarus,0.009009009009009009
8513,Jordan,Cyprus,0.011976047904191617
8514,Croatia,Qatar,0.005076142131979695
8515,Mali,Togo,0.026785714285714284
8516,Vietnam,Afghanistan,0.008695652173913044
8517,Malta,Albania,0.01694915254237288
8518,Greenland,Western Isles,0.08
8519,Paraguay,Guadeloupe,0.0037593984962406013
8520,Scotland,Trinidad and Tobago,0.002551020408163265
8521,DR Congo,Equatorial Guinea,0.005263157894736842
8522,Argentina,Spain,0.010416666666666666
8523,Belize,Puerto Rico,0.08333333333333333
8524,Algeria,Cameroon,0.011320754716981131
8525,Scotland,Czechoslovakia,0.01020408163265306
8526,Kazakhstan,Belarus,0.030303030303030304
8527,Chile,France,0.006493506493506494
8528,Kenya,Guinea-Bissau,0.003816793893129771
8529,Greenland,Isle of Man,0.04
8530,Western Isles,Saint Helena,0.07692307692307693
8531,Vietnam,Estonia,0.008695652173913044
8532,Ethiopia,Malawi,0.02142857142857143
8533,Latvia,Gibraltar,0.023809523809523808
8534,Egypt,Eswatini,0.008241758241758242
8535,Australia,Czech Republic,0.0034965034965034965
8536,Bosnia and Herzegovina,Oman,0.01020408163265306
8537,Nigeria,Algeria,0.023728813559322035
8538,China PR,Palestine,0.014577259475218658
8539,Iraq,Taiwan,0.01718213058419244
8540,Zanzibar,Republic of St. Pauli,0.024390243902439025
8541,El Salvador,Bolivia,0.005235602094240838
8542,Tajikistan,Guam,0.014285714285714285
8543,Zambia,Ethiopia,0.031161473087818695
8544,Saint Vincent and the Grenadines,Barbados,0.03896103896103896
8545,Pakistan,Nepal,0.14
8546,Peru,El Salvador,0.021929824561403508
8547,England,Montenegro,0.0049261083743842365
8548,Russia,Latvia,0.008086253369272238
8549,Hong Kong,Guam,0.05384615384615385
8550,Peru,Morocco,0.0043859649122807015
8551,United States Virgin Islands,Sint Maarten,0.125
8552,Northern Ireland,Bulgaria,0.011299435028248588
8553,North Macedonia,Estonia,0.04597701149425287
8554,Italy,Saudi Arabia,0.002178649237472767
8555,Ghana,Equatorial Guinea,0.003246753246753247
8556,Moldova,Austria,0.018518518518518517
8557,Syria,Bahrain,0.06134969325153374
8558,Saudi Arabia,Senegal,0.005934718100890208
8559,Burkina Faso,Eswatini,0.020134228187919462
8560,Nigeria,Mali,0.020338983050847456
8561,Iraqi Kurdistan,Two Sicilies,0.07692307692307693
8562,Mauritania,Sudan,0.041666666666666664
8563,Sierra Leone,Egypt,0.011627906976744186
8564,Chile,Cameroon,0.003246753246753247
8565,North Korea,Indonesia,0.049689440993788817
8566,Romania,Azerbaijan,0.01238390092879257
8567,Provence,Monaco,0.3333333333333333
8568,Niger,Chad,0.018518518518518517
8569,Malawi,Mali,0.004651162790697674
8570,Malta,Andorra,0.01694915254237288
8571,Iran,Guam,0.008875739644970414
8572,Denmark,San Marino,0.005141388174807198
8573,Greece,Qatar,0.004366812227074236
8574,Silesia,China PR,0.3333333333333333
8575,Switzerland,Greece,0.02922077922077922
8576,Guatemala,Dominican Republic,0.005263157894736842
8577,Burkina Faso,Botswana,0.020134228187919462
8578,Paraguay,Sweden,0.0037593984962406013
8579,Bangladesh,Guam,0.013333333333333334
8580,Republic of Ireland,Brazil,0.004273504273504274
8581,France,Italy,0.02178649237472767
8582,Tajikistan,India,0.04285714285714286
8583,Senegal,Cape Verde,0.05734767025089606
8584,Western Sahara,Raetia,0.5
8585,Gabon,Nigeria,0.007575757575757576
8586,Madagascar,Mauritius,0.12389380530973451
8587,Isle of Man,Jersey,0.0967741935483871
8588,Brazil,Andorra,0.0015105740181268882
8589,Czech Republic,Kazakhstan,0.010869565217391304
8590,Maldives,Kyrgyzstan,0.03278688524590164
8591,Saint Kitts and Nevis,Guyana,0.012195121951219513
8592,Colombia,Israel,0.004016064257028112
8593,Germany,Italy,0.015410958904109588
8594,Gibraltar,Gotland,0.02857142857142857
8595,Estonia,Serbia,0.007633587786259542
8596,Moldova,Montenegro,0.018518518518518517
8597,Belgium,Iceland,0.035422343324250684
8598,Iceland,Venezuela,0.006493506493506494
8599,Canada,Australia,0.017964071856287425
8600,Gabon,Uganda,0.007575757575757576
8601,DR Congo,Lesotho,0.010526315789473684
8602,Martinique,Barbados,0.034722222222222224
8603,Bermuda,Åland Islands,0.01639344262295082
8604,Syria,Lebanon,0.0736196319018405
8605,Equatorial Guinea,Benin,0.021739130434782608
8606,France,New Zealand,0.002178649237472767
8607,Haiti,Honduras,0.0196078431372549
8608,Morocco,Burundi,0.007220216606498195
8609,New Zealand,Papua New Guinea,0.024390243902439025
8610,Faroe Islands,Åland Islands,0.02040816326530612
8611,Congo,Togo,0.022388059701492536
8612,Guadeloupe,Saint Vincent and the Grenadines,0.01818181818181818
8613,Tunisia,Yugoslavia,0.0035460992907801418
8614,Costa Rica,Saudi Arabia,0.013029315960912053
8615,South Korea,Kyrgyzstan,0.0018975332068311196
8616,Isle of Man,Western Isles,0.06451612903225806
8617,Austria,Bosnia and Herzegovina,0.0028328611898017
8618,Cameroon,Denmark,0.0038461538461538464
8619,Kosovo,Albania,0.034482758620689655
8620,Senegal,Sudan,0.010752688172043012
8621,Switzerland,Brazil,0.006493506493506494
8622,Argentina,Scotland,0.003472222222222222
8623,Greece,Croatia,0.008733624454148471
8624,Solomon Islands,Wallis Islands and Futuna,0.03409090909090909
8625,Equatorial Guinea,Guinea-Bissau,0.021739130434782608
8626,Liechtenstein,China PR,0.058823529411764705
8627,Syria,Kazakhstan,0.018404907975460124
